Lot,Wafer,Measurement,Temperature_C,Pressure_Torr,TMA_Pulse_s,H2O_Pulse_s,Purge_s,GPC_nm_per_cycle,Film_Thickness_nm,Thickness_Uniformity_1sigma_%,Film_Stress_MPa,Film_Density_g_cm3,Surface_Roughness_nm_RMS,Defect_Density_per_cm2,Cycle_Time_s,Throughput_cycles_per_hour,Thickness_Deviation_%,Thickness_OK,Uniformity_OK,Stress_OK,Density_OK,Roughness_OK,Defectivity_OK,Measurement_OK,Original_GPC_nm_per_cycle,Original_TMA_Pulse_s,GPC_OK,Excursion_Status,GPC_Excursion_Detected,SPC_Status
1,3,1,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0980844953824384,10.031584311730406,0.9950679995046704,50.01717559697602,2.988649938079846,0.2106878444261439,5.074797522836399,11.635158200952198,309.40705212803925,0.31584311730405545,True,True,True,True,True,True,True,0.0980844953824384,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,3,2,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0981430645033582,10.02677878508664,0.9950679995046704,50.01717559697602,2.988649938079846,0.2106878444261439,5.074797522836399,11.635158200952198,309.40705212803925,0.26778785086639445,True,True,True,True,True,True,True,0.0981430645033582,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,3,3,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0979658578440183,10.058902568866625,0.9950679995046704,50.01717559697602,2.988649938079846,0.2106878444261439,5.074797522836399,11.635158200952198,309.40705212803925,0.589025688666247,True,True,True,True,True,True,True,0.0979658578440183,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,3,4,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0977207462472415,10.050973871221853,0.9950679995046704,50.01717559697602,2.988649938079846,0.2106878444261439,5.074797522836399,11.635158200952198,309.40705212803925,0.5097387122185282,True,True,True,True,True,True,True,0.0977207462472415,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,3,5,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0982744330982577,10.03135527392404,0.9950679995046704,50.01717559697602,2.988649938079846,0.2106878444261439,5.074797522836399,11.635158200952198,309.40705212803925,0.3135527392404036,True,True,True,True,True,True,True,0.0982744330982577,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,4,1,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0982757258393397,10.008643336500649,0.9985010096685112,49.600871455238696,2.984892582123073,0.2113679073923997,5.34765920351604,11.635158200952198,309.40705212803925,0.08643336500648857,True,True,True,True,True,True,True,0.0982757258393397,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,4,2,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0987648602267569,10.0140017190597,0.9985010096685112,49.600871455238696,2.984892582123073,0.2113679073923997,5.34765920351604,11.635158200952198,309.40705212803925,0.1400171905969927,True,True,True,True,True,True,True,0.0987648602267569,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,4,3,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0988228576097611,10.029974220496833,0.9985010096685112,49.600871455238696,2.984892582123073,0.2113679073923997,5.34765920351604,11.635158200952198,309.40705212803925,0.29974220496832515,True,True,True,True,True,True,True,0.0988228576097611,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,4,4,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0986632739108638,10.021405261922904,0.9985010096685112,49.600871455238696,2.984892582123073,0.2113679073923997,5.34765920351604,11.635158200952198,309.40705212803925,0.21405261922904373,True,True,True,True,True,True,True,0.0986632739108638,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,4,5,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0985229080416247,10.037241861442604,0.9985010096685112,49.600871455238696,2.984892582123073,0.2113679073923997,5.34765920351604,11.635158200952198,309.40705212803925,0.3724186144260422,True,True,True,True,True,True,True,0.0985229080416247,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,5,1,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0976614139845249,10.024132364548562,0.9638089772155612,49.5678586334888,2.981225142858451,0.210254897190985,5.287713552580307,11.635158200952198,309.40705212803925,0.24132364548561822,True,True,True,True,True,True,True,0.0976614139845249,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,5,2,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.097716805519545,10.030658509611191,0.9638089772155612,49.5678586334888,2.981225142858451,0.210254897190985,5.287713552580307,11.635158200952198,309.40705212803925,0.3065850961119132,True,True,True,True,True,True,True,0.097716805519545,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,5,3,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0973902004932399,10.022463684472672,0.9638089772155612,49.5678586334888,2.981225142858451,0.210254897190985,5.287713552580307,11.635158200952198,309.40705212803925,0.2246368447267244,True,True,True,True,True,True,True,0.0973902004932399,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,5,4,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0970109896566658,10.022745867636305,0.9638089772155612,49.5678586334888,2.981225142858451,0.210254897190985,5.287713552580307,11.635158200952198,309.40705212803925,0.22745867636304595,True,True,True,True,True,True,True,0.0970109896566658,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,5,5,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0971203801031469,10.002185841347467,0.9638089772155612,49.5678586334888,2.981225142858451,0.210254897190985,5.287713552580307,11.635158200952198,309.40705212803925,0.021858413474671323,True,True,True,True,True,True,True,0.0971203801031469,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,6,1,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0983049188537249,9.966302582489456,0.9475362209517116,49.57143397344774,2.9937004825753264,0.207725187835444,5.547871754636032,11.635158200952198,309.40705212803925,-0.3369741751054356,True,True,True,True,True,True,True,0.0983049188537249,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,6,2,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0982648401983151,9.966057002126297,0.9475362209517116,49.57143397344774,2.9937004825753264,0.207725187835444,5.547871754636032,11.635158200952198,309.40705212803925,-0.3394299787370336,True,True,True,True,True,True,True,0.0982648401983151,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,6,3,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0978483539941275,9.992858994977432,0.9475362209517116,49.57143397344774,2.9937004825753264,0.207725187835444,5.547871754636032,11.635158200952198,309.40705212803925,-0.07141005022567981,True,True,True,True,True,True,True,0.0978483539941275,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,6,4,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0984378708017849,9.986782734100762,0.9475362209517116,49.57143397344774,2.9937004825753264,0.207725187835444,5.547871754636032,11.635158200952198,309.40705212803925,-0.13217265899237773,True,True,True,True,True,True,True,0.0984378708017849,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,6,5,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0979327327647687,9.971384556506882,0.9475362209517116,49.57143397344774,2.9937004825753264,0.207725187835444,5.547871754636032,11.635158200952198,309.40705212803925,-0.28615443493118065,True,True,True,True,True,True,True,0.0979327327647687,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,7,1,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.097689135577647,10.015085797798127,0.9816808789531544,49.97144867301057,2.995213235543001,0.2080759128662092,5.168275107276241,11.635158200952198,309.40705212803925,0.15085797798127132,True,True,True,True,True,True,True,0.097689135577647,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,7,2,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0978736699462298,10.03280641146042,0.9816808789531544,49.97144867301057,2.995213235543001,0.2080759128662092,5.168275107276241,11.635158200952198,309.40705212803925,0.3280641146042029,True,True,True,True,True,True,True,0.0978736699462298,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,7,3,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0980621274398213,10.017753030659218,0.9816808789531544,49.97144867301057,2.995213235543001,0.2080759128662092,5.168275107276241,11.635158200952198,309.40705212803925,0.17753030659218183,True,True,True,True,True,True,True,0.0980621274398213,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,7,4,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0974312111126305,9.994539785625438,0.9816808789531544,49.97144867301057,2.995213235543001,0.2080759128662092,5.168275107276241,11.635158200952198,309.40705212803925,-0.054602143745619,True,True,True,True,True,True,True,0.0974312111126305,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,7,5,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0975061936315087,9.99847746637653,0.9816808789531544,49.97144867301057,2.995213235543001,0.2080759128662092,5.168275107276241,11.635158200952198,309.40705212803925,-0.015225336234703235,True,True,True,True,True,True,True,0.0975061936315087,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,8,1,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0994290102369602,9.998742177941793,0.9680339116995502,48.47879023298447,2.9821264456803585,0.2097345212909789,5.569559043000891,11.635158200952198,309.40705212803925,-0.012578220582071253,True,True,True,True,True,True,True,0.0994290102369602,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,8,2,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0982579900611484,9.975081208367122,0.9680339116995502,48.47879023298447,2.9821264456803585,0.2097345212909789,5.569559043000891,11.635158200952198,309.40705212803925,-0.2491879163287791,True,True,True,True,True,True,True,0.0982579900611484,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,8,3,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0986351649358612,9.937003224369676,0.9680339116995502,48.47879023298447,2.9821264456803585,0.2097345212909789,5.569559043000891,11.635158200952198,309.40705212803925,-0.6299677563032446,True,True,True,True,True,True,True,0.0986351649358612,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,8,4,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0984302443191041,9.956728235044364,0.9680339116995502,48.47879023298447,2.9821264456803585,0.2097345212909789,5.569559043000891,11.635158200952198,309.40705212803925,-0.43271764955635555,True,True,True,True,True,True,True,0.0984302443191041,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,8,5,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0985126142312331,9.959731525404582,0.9680339116995502,48.47879023298447,2.9821264456803585,0.2097345212909789,5.569559043000891,11.635158200952198,309.40705212803925,-0.40268474595418263,True,True,True,True,True,True,True,0.0985126142312331,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,9,1,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0982114519501046,10.068870308265923,0.9699415475013528,48.91394277466132,2.9788309263628743,0.2073350560214083,5.377302824864945,11.635158200952198,309.40705212803925,0.6887030826592344,True,True,True,True,True,True,True,0.0982114519501046,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,9,2,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.098022580914101,10.057042703334812,0.9699415475013528,48.91394277466132,2.9788309263628743,0.2073350560214083,5.377302824864945,11.635158200952198,309.40705212803925,0.5704270333481176,True,True,True,True,True,True,True,0.098022580914101,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,9,3,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0978828345649931,10.024390111889655,0.9699415475013528,48.91394277466132,2.9788309263628743,0.2073350560214083,5.377302824864945,11.635158200952198,309.40705212803925,0.2439011188965523,True,True,True,True,True,True,True,0.0978828345649931,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,9,4,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0988109105133933,10.031315004679971,0.9699415475013528,48.91394277466132,2.9788309263628743,0.2073350560214083,5.377302824864945,11.635158200952198,309.40705212803925,0.3131500467997128,True,True,True,True,True,True,True,0.0988109105133933,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,9,5,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0984239163547837,10.02986650281754,0.9699415475013528,48.91394277466132,2.9788309263628743,0.2073350560214083,5.377302824864945,11.635158200952198,309.40705212803925,0.29866502817540663,True,True,True,True,True,True,True,0.0984239163547837,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,10,1,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0984243074208757,9.97629848720479,0.9862491215956892,49.79295862982904,2.987000528455719,0.2068296166623401,5.485049435229526,11.635158200952198,309.40705212803925,-0.23701512795209823,True,True,True,True,True,True,True,0.0984243074208757,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,10,2,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0988437655253225,9.96397502322179,0.9862491215956892,49.79295862982904,2.987000528455719,0.2068296166623401,5.485049435229526,11.635158200952198,309.40705212803925,-0.36024976778209705,True,True,True,True,True,True,True,0.0988437655253225,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,10,3,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0988399866340779,10.006758080200903,0.9862491215956892,49.79295862982904,2.987000528455719,0.2068296166623401,5.485049435229526,11.635158200952198,309.40705212803925,0.06758080200903294,True,True,True,True,True,True,True,0.0988399866340779,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,10,4,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.0988777369918866,9.9813351440783,0.9862491215956892,49.79295862982904,2.987000528455719,0.2068296166623401,5.485049435229526,11.635158200952198,309.40705212803925,-0.18664855921700862,True,True,True,True,True,True,True,0.0988777369918866,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
1,10,5,200.45707561963164,0.9688004768127852,1.011256767937097,1.0141084707458683,4.804896481134616,0.098857803900415,10.002668655501267,0.9862491215956892,49.79295862982904,2.987000528455719,0.2068296166623401,5.485049435229526,11.635158200952198,309.40705212803925,0.026686555012673807,True,True,True,True,True,True,True,0.098857803900415,1.011256767937097,True,NORMAL,NORMAL,IN_CONTROL
2,1,1,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0974746903093251,9.878511200787242,1.1513740384191713,54.776392039490304,2.9972816024671607,0.1956777980930666,5.808103983831857,12.066114573901244,298.35619228966425,-1.2148879921275757,True,True,True,True,True,True,True,0.0974746903093251,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,1,2,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0968324632069452,9.867221033720451,1.1513740384191713,54.776392039490304,2.9972816024671607,0.1956777980930666,5.808103983831857,12.066114573901244,298.35619228966425,-1.3277896627954888,True,True,True,True,True,True,True,0.0968324632069452,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,1,3,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0971945457561667,9.856979024092876,1.1513740384191713,54.776392039490304,2.9972816024671607,0.1956777980930666,5.808103983831857,12.066114573901244,298.35619228966425,-1.4302097590712393,True,True,True,True,True,True,True,0.0971945457561667,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,1,4,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0971840691271759,9.839677361971422,1.1513740384191713,54.776392039490304,2.9972816024671607,0.1956777980930666,5.808103983831857,12.066114573901244,298.35619228966425,-1.6032263802857827,True,True,True,True,True,True,True,0.0971840691271759,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,1,5,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0977222855999613,9.852758868473218,1.1513740384191713,54.776392039490304,2.9972816024671607,0.1956777980930666,5.808103983831857,12.066114573901244,298.35619228966425,-1.4724113152678164,True,True,True,True,True,True,True,0.0977222855999613,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,2,1,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0979790188629935,9.848907917025157,1.1175491515784926,54.84332406798793,3.0023210009272843,0.1977824730996519,6.037292424221205,12.066114573901244,298.35619228966425,-1.5109208297484322,True,True,True,True,True,True,True,0.0979790188629935,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,2,2,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0982605506838761,9.847883100515778,1.1175491515784926,54.84332406798793,3.0023210009272843,0.1977824730996519,6.037292424221205,12.066114573901244,298.35619228966425,-1.521168994842217,True,True,True,True,True,True,True,0.0982605506838761,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,2,3,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0978624852248247,9.85380020128711,1.1175491515784926,54.84332406798793,3.0023210009272843,0.1977824730996519,6.037292424221205,12.066114573901244,298.35619228966425,-1.4619979871289068,True,True,True,True,True,True,True,0.0978624852248247,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,2,4,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0982562701455364,9.85252816264933,1.1175491515784926,54.84332406798793,3.0023210009272843,0.1977824730996519,6.037292424221205,12.066114573901244,298.35619228966425,-1.4747183735067004,True,True,True,True,True,True,True,0.0982562701455364,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,2,5,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0987508550298792,9.88839119089037,1.1175491515784926,54.84332406798793,3.0023210009272843,0.1977824730996519,6.037292424221205,12.066114573901244,298.35619228966425,-1.1160880910962945,True,True,True,True,True,True,True,0.0987508550298792,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,3,1,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0972892030542583,9.855550175243076,1.0881709745233898,54.5802901483864,2.9988852368187127,0.1997856876513048,5.563595070307651,12.066114573901244,298.35619228966425,-1.4444982475692392,True,True,True,True,True,True,True,0.0972892030542583,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,3,2,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.097614665439622,9.862823027889547,1.0881709745233898,54.5802901483864,2.9988852368187127,0.1997856876513048,5.563595070307651,12.066114573901244,298.35619228966425,-1.3717697211045277,True,True,True,True,True,True,True,0.097614665439622,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,3,3,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0976703315297296,9.85739557031233,1.0881709745233898,54.5802901483864,2.9988852368187127,0.1997856876513048,5.563595070307651,12.066114573901244,298.35619228966425,-1.4260442968767073,True,True,True,True,True,True,True,0.0976703315297296,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,3,4,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0974060712457729,9.863835250315065,1.0881709745233898,54.5802901483864,2.9988852368187127,0.1997856876513048,5.563595070307651,12.066114573901244,298.35619228966425,-1.3616474968493542,True,True,True,True,True,True,True,0.0974060712457729,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,3,5,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0985721638967884,9.843521024559044,1.0881709745233898,54.5802901483864,2.9988852368187127,0.1997856876513048,5.563595070307651,12.066114573901244,298.35619228966425,-1.5647897544095635,True,True,True,True,True,True,True,0.0985721638967884,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,4,1,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.096989810866127,9.87789491680575,1.1871816404281397,58.076064331590295,2.9914493786566343,0.195063379918276,5.809016544517315,12.066114573901244,298.35619228966425,-1.2210508319424918,True,True,True,True,True,True,True,0.096989810866127,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,4,2,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.097519069262474,9.848722478600552,1.1871816404281397,58.076064331590295,2.9914493786566343,0.195063379918276,5.809016544517315,12.066114573901244,298.35619228966425,-1.512775213994484,True,True,True,True,True,True,True,0.097519069262474,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,4,3,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0971730211682865,9.858772521948078,1.1871816404281397,58.076064331590295,2.9914493786566343,0.195063379918276,5.809016544517315,12.066114573901244,298.35619228966425,-1.4122747805192226,True,True,True,True,True,True,True,0.0971730211682865,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,4,4,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0968733992471445,9.850369616904432,1.1871816404281397,58.076064331590295,2.9914493786566343,0.195063379918276,5.809016544517315,12.066114573901244,298.35619228966425,-1.4963038309556786,True,True,True,True,True,True,True,0.0968733992471445,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,4,5,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0972059517426528,9.84882746672055,1.1871816404281397,58.076064331590295,2.9914493786566343,0.195063379918276,5.809016544517315,12.066114573901244,298.35619228966425,-1.511725332794498,True,True,True,True,True,True,True,0.0972059517426528,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
2,5,1,199.3836091537494,1.0331886613017969,1.006431346576924,1.0230363398799398,5.01832344372219,0.0975025672673011,9.897437378773114,1.1462203902548542,56.18371298016972,2.9980843584391037,0.1972233960138377,5.742906887223071,12.066114573901244,298.35619228966425,-1.0256262122688575,True,True,True,True,True,True,True,0.0975025672673011,1.006431346576924,True,NORMAL,NORMAL,IN_CONTROL
